audio_file_name,grader,profile_id,pre_or_post,question_clean,Human Transcription,ai_transcription,human_words_correct,total_reference_words,ai_total_score,ai_words_correct,ai_n_words
grade1_profile30695_q3_LP_20251122_101304.mp3,Rehma,30695,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love drraw. This is Faiz. He loves to build thing,This is this is zara she he loves loves draw this is faiz he loves to he loves to build things,11,15,12.0,4,11
grade1_profile28463_q3_QK_20251122_101834.mp3,Rehma,28463,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laf to drraw. Is this is Faiz. He laf to building build thing build thing,This is zara she loves to draw is this is faiz he loves to build things build things,11,15,16.0,6,11
grade1_profile28429_q3_QK_20251122_101834.mp3,Rehma,28429,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile30589_q3_LP_20251122_101304.mp3,Rehma,30589,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Za Sa Zara. She loves to draw. This is Faiz. He loves to build things,This is is this is zara she loves to draw this is faiz he loves to build things,15,15,14.0,4,11
grade1_profile28514_q3_LP_20251122_101304.mp3,Rehma,28514,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaa. She loves to drrrraw. This is Fa Faezzz. He loves to bald things.,This is zara she loves to draw this this is faiz he loves to build things,11,15,20.0,10,11
grade1_profile28344_q3_QK_20251122_101834.mp3,Rehma,28344,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Zara. She loves to draw. This is Faiz. He loves to build thin,Zara she loves to draw this is faiz he loves to build things,12,15,17.0,7,11
grade1_profile28382_q3_QK_20251122_101834.mp3,Semal,28382,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loves two buildings.,This is zara she loves to draw this is faiz he loves to build things,11,15,20.0,9,11
grade1_profile28347_q3_QK_20251122_101834.mp3,Semal,28347,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,22.0,11,11
grade1_profile30581_q3_LP_20251122_101304.mp3,Semal,30581,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Zara. She loves to draw. These is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,13,15,21.0,10,11
grade1_profile28364_q3_QK_20251122_101834.mp3,Dania,28364,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile30626_q3_QK_20251122_101834.mp3,Rehma,30626,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,"This is Zara. She loves to draaw. This is Faiiz, He loves to building things",This is zara she loves to draw this is faiz he loves to build things,12,15,17.0,7,11
grade1_profile28516_q3_LP_20251122_101304.mp3,Ali,28516,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build thing.,This is zara she loves to draw this is faiz he loves to build things,13,15,16.0,6,11
grade1_profile28446_q3_LP_20251122_101304.mp3,Dania,28446,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loffs to build things.,This is zara she loves to draw this is faiz he loves he loves loves to build things,14,15,19.0,9,11
grade1_profile28469_q3_QK_20251122_101834.mp3,Dania,28469,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,10,11
grade1_profile28345_q3_LP_20251122_101304.mp3,Ali,28345,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile28470_q3_LP_20251122_101304.mp3,Ali,28470,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loves to some build thing. ,This is zara she loves to draw this is faiz he loves to build build things,13,15,17.0,7,11
grade1_profile31361_q3_QK_20251122_101834.mp3,Ali,31361,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,16.0,7,11
grade1_profile28344_q3_LP_20251122_101304.mp3,Rehma,28344,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraa. She loves to draw. This is Faizz. He loves to build things,This is this is zara she loves to draw this is faiz he loves to build things,13,15,16.0,7,11
grade1_profile28425_q3_LP_20251122_101304.mp3,Dania,28425,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,15.0,5,11
grade1_profile28376_q3_LP_20251122_101304.mp3,Dania,28376,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves a draw. This is a Faiz. She he loves draw. She loves a draw. She loves to draw build things.,This is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,14,15,18.0,7,11
grade1_profile30665_q3_LP_20251122_101304.mp3,Rehma,30665,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lats to raw. This is Faiza. He likes buil thin,This is zara she loves he loves to draw this is faiz this is faiz he loves to build things,8,15,17.0,7,11
grade1_profile28465_q3_QK_20251122_101834.mp3,Ali,28465,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. It is Faiz. This is Faiz. He love to build things. ,This is zara she loves to draw is he this is faiz he loves to build things,14,15,20.0,9,11
grade1_profile31203_q3_QK_20251122_101834.mp3,Dania,31203,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. Sh sh he loves to building build things.,This is zara she loves to draw this is faiz he loves to build things build things,15,15,19.0,9,11
grade1_profile28388_q3_QK_20251122_101834.mp3,Dania,28388,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,This is zara she loves to draw this is faiz he loves to build things,13,15,22.0,11,11
grade1_profile31361_q3_QK_20251122_101834.mp3,Rehma,31361,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,16.0,7,11
grade1_profile31293_q3_QK_20251122_101834.mp3,Ali,31293,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to builds things. ,This is zara she loves to draw this is faiz he loves to build things,12,15,18.0,8,11
grade1_profile30506_q3_LP_20251122_101304.mp3,Semal,30506,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. He love to draw. Is is this is Faiz. Is he love to mil build things.,This is zara she loves to draw is is this is faiz is he loves to build things,12,15,17.0,6,11
grade1_profile28457_q3_QK_20251122_101834.mp3,Amna,28457,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile28364_q3_QK_20251122_101834.mp3,Ali,28364,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28493_q3_QK_20251122_101834.mp3,Ali,28493,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is zara she loves to draw this is faiz he loves to build things,13,15,20.0,9,11
grade1_profile28471_q3_LP_20251122_101304.mp3,Ali,28471,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build thing. ,This is zara she loves to draw this is faiz he loves to build things,14,15,20.0,10,11
grade1_profile28468_q3_QK_20251122_101834.mp3,Ali,28468,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is Zara. She loves to draw. This is Faiz. He loves to build things. ,Is zara she loves to draw this is faiz he loves to build things,14,15,21.0,10,11
grade1_profile31184_q3_QK_20251122_101834.mp3,Amna,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loves to building thing.,This is zara she loves to draw this is faiz he loves to build things,12,15,14.0,5,11
grade1_profile28446_q3_LP_20251122_101304.mp3,Ali,28446,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves he loves loves to build things,15,15,19.0,9,11
grade1_profile28465_q3_LP_20251122_101304.mp3,Rukhshan,28465,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Fayez. He loves to built things.,This is zara he loves loves to draw this is faiz this is faiz he loves to build build things things,13,15,19.0,9,10
grade1_profile28382_q3_LP_20251122_101304.mp3,Amna,28382,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loves to build thing.,This is zara she this is faiz he loves to build things,13,15,16.0,7,10
grade1_profile31207_q3_QK_20251122_101834.mp3,Dania,31207,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is is Zara. She loves to draw. This is Faiz. He loves to build thi.,This is is zara she loves to draw this is faiz he loves to build,14,15,13.0,4,10
grade1_profile28475_q3_LP_20251122_101304.mp3,Semal,28475,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,He's is Zara. She love to dawr draw. This is Faiz. He love to built things.,This is zara she loves to draw is loves he loves to build things,11,15,16.0,7,10
grade1_profile28389_q3_LP_20251122_101304.mp3,Amna,28389,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,"This is Zara. She lave to draw. This is Faiz. He love to ""bou-ild"" things.",This is zara she loves to she loves to draw this is faiz he loves to faiz things,12,15,15.0,6,10
grade1_profile28448_q3_LP_20251122_101304.mp3,Amna,28448,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draws draw. This is Faiz. He love to build things.,This is zara he loves to draw draw this is faiz he loves to build things,14,15,18.0,9,10
grade1_profile30544_q3_LP_20251122_101304.mp3,Semal,30544,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to to draw. This is Faiz. He love to build things.,This is zara she loves to draw this is faiz build things,13,15,9.0,2,10
grade1_profile28510_q3_QK_20251122_101834.mp3,Rukhshan,28510,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build,15,15,17.0,8,10
grade1_profile30476_q3_QK_20251122_101834.mp3,Amna,30476,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to builds things.,This is zara she loves to draw this is faiz he loves things,14,15,17.0,7,10
grade1_profile28362_q3_QK_20251122_101834.mp3,Dania,28362,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This a Faiz. He loves to buld build things. ,This is zara she loves to draw this is he loves to build things,14,15,15.0,7,10
grade1_profile31206_q3_QK_20251122_101834.mp3,Semal,31206,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. She loves to build things.,This is zara she loves to draw this is faiz she loves to build things,14,15,16.0,8,10
grade1_profile28448_q3_QK_20251122_101834.mp3,Semal,28448,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,This is zara he loves to draw this is faiz he loves to build things,13,15,19.0,9,10
grade1_profile30823_q3_LP_20251122_101304.mp3,Rukhshan,30823,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draaw. This is Faiz. He loves to build things.,This is zara he loves to draw this is faiz he loves to build things,14,15,14.0,5,10
grade1_profile28352_q3_QK_20251122_101834.mp3,Semal,28352,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build this.,This is zara she loves to draw this is faiz he loves to build this,14,15,16.0,7,10
grade1_profile28431_q3_QK_20251122_101834.mp3,Abdullah,28431,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,d zara she love to draaaw. this fayy. he lave to bill things,Zara she loves to draw this is he loves to build things,7,15,16.0,7,10
grade1_profile28444_q3_LP_20251122_101304.mp3,Rehma,28444,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Face. He loves to blid things.,This is zara she loves to draw this is faiz he loves to things,13,15,18.0,8,10
grade1_profile28389_q3_LP_20251122_101304.mp3,Abdullah,28389,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara. She love to draa. This is faiz. he loves to bile... bull...things,This is zara she loves to she loves to draw this is faiz he loves to faiz things,11,15,15.0,6,10
grade1_profile30485_q3_LP_20251122_101304.mp3,Rukhshan,30485,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Sara. She loves to dlaw. This is Faiza. He loves to buled things.,This is zara she loves to loves this is faiz zara he loves to build things,11,15,18.0,9,10
grade1_profile30544_q3_QK_20251122_101834.mp3,Dania,30544,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,This is zara she loves to draw he loves to build things,13,15,13.0,4,10
grade1_profile28402_q3_LP_20251122_101304.mp3,Semal,28402,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to drawin. This is Faizan. He love to building things.,This is zara she loves to draw he loves to build things,10,15,14.0,5,10
grade1_profile28392_q3_QK_20251122_101834.mp3,Amna,28392,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build ,This is zara she loves to draw this is faiz he loves to build,14,15,20.0,10,10
grade1_profile30823_q3_LP_20251122_101304.mp3,Rehma,30823,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to drrraw. This is Faiz. He love to build things.,This is zara he loves to draw this is faiz he loves to build things,12,15,14.0,5,10
grade1_profile28444_q3_LP_20251122_101304.mp3,Amna,28444,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bilaid things.,This is zara she loves to draw this is faiz he loves to things,14,15,18.0,8,10
grade1_profile30544_q3_LP_20251122_101304.mp3,Rehma,30544,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaaaaraaa. She laaav to to draw. This is Faiz. He laav to build thinks,This is zara she loves to draw this is faiz build things,11,15,9.0,2,10
grade1_profile30485_q3_LP_20251122_101304.mp3,Amna,30485,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Sara. She lave to la. This is Faiza. He love to bolid things.,This is zara she loves to loves this is faiz zara he loves to build things,9,15,18.0,9,10
grade1_profile28363_q3_QK_20251122_101834.mp3,Dania,28363,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,This is zara she loves to draw this is he loves to build things,13,15,18.0,8,10
grade1_profile28352_q3_QK_20251122_101834.mp3,Ali,28352,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build this. ,This is zara she loves to draw this is faiz he loves to build this,14,15,16.0,7,10
grade1_profile28466_q3_LP_20251122_101304.mp3,Rehma,28466,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faaaiz. He loves to bilid things,This is zara she loves to draw this is faiz he loves to things,13,15,18.0,8,10
grade1_profile30482_q3_QK_20251122_101834.mp3,Dania,30482,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build,15,15,18.0,8,10
grade1_profile28466_q3_LP_20251122_101304.mp3,Semal,28466,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Zara. She loves to draw. This is Faiz. He loves to lid things.,This is zara she loves to draw this is faiz he loves to things,13,15,18.0,8,10
grade1_profile28457_q3_LP_20251122_101304.mp3,Dania,28457,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She looves to draw. This is Haiz Faiz. He loves to build things.,This is zara she loves to draw this is he loves to build things,14,15,15.0,5,10
grade1_profile28403_q3_LP_20251122_101304.mp3,Ali,28403,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz loves build build things,15,15,11.0,3,10
grade1_profile28450_q3_LP_20251122_101304.mp3,Amna,28450,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiez. She love to build things.,This is she she loves to draw this is faiz he loves to build things,11,15,17.0,7,10
grade1_profile28448_q3_LP_20251122_101304.mp3,Ali,28448,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. He loves to draw draw. This is Faiz. He loves to build things. ,This is zara he loves to draw draw this is faiz he loves to build things,14,15,18.0,9,10
grade1_profile28465_q3_LP_20251122_101304.mp3,Amna,28465,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiez. He loves to build things.,This is zara he loves loves to draw this is faiz this is faiz he loves to build build things things,14,15,19.0,9,10
grade1_profile30476_q3_QK_20251122_101834.mp3,Ali,30476,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to builds things.,This is zara she loves to draw this is faiz he loves things,14,15,17.0,7,10
grade1_profile28448_q3_QK_20251122_101834.mp3,Ali,28448,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. He love to draw. This is Faiz. He love to build things. ,This is zara he loves to draw this is faiz he loves to build things,12,15,19.0,9,10
grade1_profile28399_q3_QK_20251122_101834.mp3,Rehma,28399,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Zara. She loves to draw. This is Faiz. He loves to build a build things,Zara she loves to draw this is faiz he loves to build build,13,15,19.0,9,10
grade1_profile28382_q3_LP_20251122_101304.mp3,Rehma,28382,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faaiz. He love to buil thing,This is zara she this is faiz he loves to build things,10,15,16.0,7,10
grade1_profile28355_q3_LP_20251122_101304.mp3,Rukhshan,28355,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lauve to darw. This is Faiz. He loves boold things.,This is zara she loves to draw this is this he loves build things,11,15,17.0,8,10
grade1_profile28417_q3_LP_20251122_101304.mp3,Semal,28417,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to built things things.,This is zara he loves loves to draw this is faiz he loves loves build things things,12,15,13.0,5,10
grade1_profile30467_q3_LP_20251122_101304.mp3,Amna,30467,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is is he loves to build things,15,15,16.0,6,10
grade1_profile31284_q3_QK_20251122_101834.mp3,Rukhshan,31284,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to buyend things.,This is zara she loves to draw this is faiz he loves to things,14,15,19.0,9,10
grade1_profile30544_q3_QK_20251122_101834.mp3,Semal,30544,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build thing. ,This is zara she loves to draw he loves to build things,12,15,13.0,4,10
grade1_profile28349_q3_LP_20251122_101304.mp3,Rehma,28349,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Sara. She loves to drraw. This is Faaz. He loves to build thin,This is zara she loves to draw this is he loves to build things,11,15,18.0,8,10
grade1_profile31206_q3_QK_20251122_101834.mp3,Salman,31206,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bulid things. ,This is zara she loves to draw this is faiz she loves to build things,14,15,16.0,8,10
grade1_profile28450_q3_LP_20251122_101304.mp3,Rukhshan,28450,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faaiz. He loves to build things.,This is she she loves to draw this is faiz he loves to build things,14,15,17.0,7,10
grade1_profile28475_q3_LP_20251122_101304.mp3,Salman,28475,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This his is Zara. She loves to . This is Faiz. He loves to build things. ,This is zara she loves to draw is loves he loves to build things,14,15,16.0,7,10
grade1_profile28509_q3_QK_20251122_101834.mp3,Rehma,28509,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Thi is Zarrrraaa. She love to raw. Thi is Faizz. She love to builin things,Build is zara she loves to draw he loves to build things,6,15,13.0,5,9
grade1_profile28485_q3_LP_20251122_101304.mp3,Rehma,28485,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lafs to draw. This is Raza. He lafs to buld things,This is zara she loves to draw draw this is zara she loves to build things,11,15,16.0,8,9
grade1_profile28421_q3_QK_20251122_101834.mp3,Dania,28421,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is build things,15,15,14.0,5,9
grade1_profile28421_q3_QK_20251122_101834.mp3,Rehma,28421,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaaa. She loves to draaaw. This is Faiz. He he loves to build thi,This is zara she loves to draw this is build things,12,15,14.0,5,9
grade1_profile28350_q3_LP_20251122_101304.mp3,Rukhshan,28350,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drow. This is Faiz. He loves to bil things.,This is zara she loves to draw this is is he loves to he things,13,15,16.0,7,9
grade1_profile30596_q3_LP_20251122_101304.mp3,Dania,30596,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lls to draw. This is Faiz. He loves to duild build dings things.,This is is zara she loves to draw build things,14,15,15.0,7,9
grade1_profile30630_q3_QK_20251122_101834.mp3,Rehma,30630,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drrraw. This is Faiz. He loves to build things.,To draw this is faiz he loves to build things,14,15,9.0,3,9
grade1_profile28390_q3_QK_20251122_101834.mp3,Abdullah,28390,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she loves to daw. This is faiz. He loves to build things,She loves to draw this is faiz he loves to he things,11,15,17.0,8,9
grade1_profile28402_q3_QK_20251122_101834.mp3,Rukhshan,28402,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiza. He loves to build things.,This is zara she loves to draw this is faiz he loves to,13,15,14.0,5,9
grade1_profile28363_q3_LP_20251122_101304.mp3,Semal,28363,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Sara. She loves to draw. These is Faiz. She loves to draw. Be he.,This is zara she loves to draw this is this she he loves things,9,15,14.0,5,9
grade1_profile28402_q3_QK_20251122_101834.mp3,Salman,28402,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faizan. He love to building things. ,This is zara she loves to draw this is faiz he loves to,12,15,14.0,5,9
grade1_profile30472_q3_LP_20251122_101304.mp3,Amna,30472,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to drawing. This is Faaz. He love to big thing,This is zara she loves to draw this is faiz he loves to,9,15,17.0,8,9
grade1_profile30630_q3_QK_20251122_101834.mp3,Semal,30630,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build things.,To draw this is faiz he loves to build things,14,15,9.0,3,9
grade1_profile30485_q3_QK_20251122_101834.mp3,Amna,30485,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. He love to draw. This is Faiz. He love bul thing.,This is zara he loves to draw this is faiz he loves things,9,15,14.0,5,9
grade1_profile30596_q3_LP_20251122_101304.mp3,Ali,30596,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is is zara she loves to draw build things,15,15,15.0,7,9
grade1_profile28509_q3_QK_20251122_101834.mp3,Salman,28509,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to building things. ,Build is zara she loves to draw he loves to build things,14,15,13.0,5,9
grade1_profile30840_q3_QK_20251122_101834.mp3,Salman,30840,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is zara she loves to draw this is this she loves to build things,13,15,12.0,5,9
grade1_profile28363_q3_LP_20251122_101304.mp3,Amna,28363,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. She He loves to draw build thing.,This is zara she loves to draw this is this she he loves things,14,15,14.0,5,9
grade1_profile28390_q3_QK_20251122_101834.mp3,Amna,28390,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,She loves to draw. This is faiz. He loves to build things,She loves to draw this is faiz he loves to he things,12,15,17.0,8,9
grade1_profile28485_q3_LP_20251122_101304.mp3,Semal,28485,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drawi- draw. This is Raza. She loves to buld things.,This is zara she loves to draw draw this is zara she loves to build things,12,15,16.0,8,9
grade1_profile30840_q3_QK_20251122_101834.mp3,Semal,30840,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. She love to build things build things.,This is zara she loves to draw this is this she loves to build things,12,15,12.0,5,9
grade1_profile28395_q3_QK_20251122_101834.mp3,Dania,28395,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bild things.,This is zara she loves to draw this she he loves this,14,15,14.0,6,8
grade1_profile28395_q3_QK_20251122_101834.mp3,Semal,28395,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Zara see loves to draa this is wais ee loves to build it,This is zara she loves to draw this she he loves this,9,15,14.0,6,8
grade1_profile28473_q3_QK_20251122_101834.mp3,Amna,28473,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lov to draw. This is Faiz. He love to build thing,Is zara she loves draw this is faiz he loves,12,15,13.0,5,8
grade1_profile30586_q3_LP_20251122_101304.mp3,Semal,30586,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara this is zara she love to draw she love to draw this is Faiz this is faiz he love to build things he love to bliz things,This is this is zara she loves to build things,13,15,16.0,8,8
grade1_profile28347_q3_LP_20251122_101304.mp3,Dania,28347,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love build things.,This is zara she loves to build things,6,15,13.0,5,8
grade1_profile28375_q3_LP_20251122_101304.mp3,Semal,28375,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara he love to draa this is faiz he loves to build thin,This is zara he loves to draw this is this is faiz he loves,11,15,13.0,5,8
grade1_profile30482_q3_LP_20251122_101304.mp3,Semal,30482,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Faiz. He love to built thing.,This is faiz he loves to build things,4,15,9.0,3,8
