audio_filename,word,human_1,human_1_name,human_2,human_2_name,human_avg,ai_score,ai_minus_human_avg
grade1_profile30482_q2_LP_20251122_100201.mp3,together,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,we,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,i,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile30482_q2_LP_20251122_100201.mp3,it's,0.0,rehma,2.0,salman,1.0,1.0,0.0
grade1_profile30482_q2_LP_20251122_100201.mp3,locked,0.0,rehma,1.0,salman,0.5,0.0,-0.5
grade1_profile30482_q2_LP_20251122_100201.mp3,open,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile30482_q2_LP_20251122_100201.mp3,build,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,draw,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,faiz,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,he,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,is,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,is.1,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,loves,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,loves.1,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,she,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,things,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,this,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,this.1,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,to,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,to.1,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,zara,,rehma,,salman,,,
