audio_file_name,question,grader_1,grader_2,transcription_1,transcription_2,inter_grader_wer
grade1_profile30665_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Semal,It's looks. I can open it,It looks look. I can open it I can open it. ,1.0
grade1_profile28498_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,This is Fai this is a Zara. This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,0.2916666666666667
grade1_profile30581_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28471_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This is Zara. She loves to draw. This is Faiz. He love to build things.,This is Zara. She love to draw. This is Fayez. He loves to build things.,0.2
grade1_profile28485_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara. She loves to drawi- draw. This is Raza. She loves to buld things.,This is Zara. She lafs to draw. This is Raza. He lafs to buld things,0.25
grade1_profile30472_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Amna,Dania,welcome now. We can do it today,welcome on. We an can do it together. ,0.42857142857142855
grade1_profile28388_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Amna,Come on. We canned to eat two gether.,Come on. We can do it  together.,0.625
grade1_profile28431_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Amna,Rehma,look. I can open it.,I can open it,0.2
grade1_profile30482_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rukhshan,It's look. I can open.,It's looked. I can open it.,0.4
grade1_profile28451_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,Rehma,This is Zara. She loves to draw. This is Faiz. He love to build things.,This is Zara. She loves to draw. This is Faiz. He lovess to build things,0.06666666666666667
grade1_profile30485_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,Rukhshan,This is Sara. She lave to la. This is Faiza. He love to bolid things.,This is Sara. She loves to dlaw. This is Faiza. He loves to buled things.,0.26666666666666666
grade1_profile28363_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,These is Sara. She loves to draw. These is Faiz. She loves to draw. Be he.,This is Zara. She loves to draw. This is Faiz. She He loves to draw build thing.,0.375
grade1_profile28363_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Amna,Come on. We can to it together.,Come on. We can do it  together.,0.14285714285714285
grade1_profile28457_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Dania,Come on. We can do it together.,Come on. We can do it  together.,0.0
grade1_profile28512_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. We can do it togethaaar,Come on. We can do it togaatherr.,0.14285714285714285
grade1_profile28417_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Dania,Com on. We cen do it together.,Come on. We can do et together.,0.42857142857142855
grade1_profile31293_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Rehma,Cup on. We can do it together.,on. We can do it together,0.14285714285714285
grade1_profile30586_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rukhshan,On. Come on. We can do it together. We can. To eat. to eat. together. together  ,Come on. We can do it together.,0.5625
grade1_profile28375_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Dania,Rehma,It is lock. I can open it. ,It is locked. I can open it,0.14285714285714285
grade1_profile30596_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Amna,Dania,It's locked. I can open it.,It's locked. I can open it.,0.0
grade1_profile28446_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Rukhshan,sss locked. I can open it,It's locked. I can open it.,0.16666666666666666
grade1_profile28382_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Amna,Rukhshan,It lock. I can open it.,It's a lock. I can open it.,0.3333333333333333
grade1_profile28438_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Amna,It's locked. I can open a,It's locked. I can open it.,0.16666666666666666
grade1_profile28345_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Dania,Lock. Eye can open i-.,lock. I can open it.,0.4
grade1_profile30544_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara. She love to to draw. This is Faiz. He love to build things.,This is Zaaaaraaa. She laaav to to draw. This is Faiz. He laav to build thinks,0.25
grade1_profile28403_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rukhshan,This is Zara. She loves to draw. This is Faiz. She he loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0625
grade1_profile30581_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,These is Zara. She loves to draw. These is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.13333333333333333
grade1_profile28421_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaaa. She loves to draaaw. This is Faiz. He he loves to build thi,0.26666666666666666
grade1_profile28347_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28469_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,Dania,This is Zara. She love to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.06666666666666667
grade1_profile30496_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28382_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,Rukhshan,Come on. We can do it  together.,Come oon. We can do eet togather.,0.42857142857142855
grade1_profile31192_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Amna,Come on. We can do it together,Come on. We can do it  together.,0.0
grade1_profile28369_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Dania,Come o,Come ooo,0.5
grade1_profile28469_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. We can do it together,Come on. We can do it together.,0.0
grade1_profile28446_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Amna,Come on. We can do it to gather,Come on. We can do it  together.,0.25
grade1_profile28463_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Dania,Come on. We can do it together,Come oon. We can do it together. ,0.14285714285714285
grade1_profile28474_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. We can do it together,Come on. We can do it togather.,0.14285714285714285
grade1_profile28364_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Amna,Come on. We can do it together,Come on. We can do it  together.,0.0
grade1_profile28390_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Dania,Come on. We can do it together,Come on. We can do it  together.,0.0
grade1_profile30665_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. We can do it together,Come on. We can do it togather.,0.14285714285714285
grade1_profile28421_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Amna,Come on. We can do it to gaather,Come on. We can do it  together.,0.25
grade1_profile31203_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Dania,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28425_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Semal,It'sh rocked. I can open it,It's locked. I can open it.,0.3333333333333333
grade1_profile28389_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Rukhshan,It's lock. I can open e,It's locked. I can open eet.,0.3333333333333333
grade1_profile30693_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Amna,-,-,
grade1_profile28446_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Dania,It's lock. I can open it. ,It's lock. I can open it. ,0.0
grade1_profile28470_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Semal,It's loooock. I can open it,Eats lock. I can open it.,0.3333333333333333
grade1_profile28421_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Rukhshan,It's loooocked. I can open.,It's loocked. Eye can awpen ee,0.8
grade1_profile28432_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Amna,It's locked. I can open it. ,It's lock. I can open it.,0.16666666666666666
grade1_profile30506_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Dania,It's lock. I can open it. ,It's lock. I can open it. ,0.0
grade1_profile28432_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Semal,It's locked. I can open it.,It's locked. I can open it.,0.0
grade1_profile28359_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Rukhshan,It's lokid. I caaan o opin it,It's lockid. I can ooopin open e,0.7142857142857143
grade1_profile28364_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Amna,It's locked. I an open it,It's lock. I an open it.,0.16666666666666666
grade1_profile28371_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Dania,She is. This is Lar Zarka. She love to draf,She is. This is Zarka. She love too to love.,0.3
grade1_profile28451_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Rukhshan,Come on. We can do it together.,Come on. We can do it together.,0.0
grade1_profile28451_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Rehma,It is lock. I can open it. ,It is lock. I can open it,0.0
grade1_profile30823_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Dania,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28432_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rehma,This is Zara. She loves to draw. This is Faiza Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiza Faiz. He loves to build things,0.0
grade1_profile30472_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28392_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Amna,Come on. We can do it together.,Come on. We can do it  together.,0.0
grade1_profile28399_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Dania,Come on. We can do it together.,Come on. We can do it  together.,0.0
grade1_profile28417_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Semal,Come on. We can do it it the gather.,Come on. We can do it it the gether.,0.1111111111111111
grade1_profile28402_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Rehma,Come on. We can do it to,Come on. We can do it toga,0.14285714285714285
grade1_profile28457_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Rukhshan,Come on. We can do it together.,Come on. We can do it together.,0.0
grade1_profile31204_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Amna,Come on. We can do it together.,Come on. We can do it  together.,0.0
grade1_profile28509_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Dania,Come on. We can do it to gather.,Come on. We can do eet together. ,0.375
grade1_profile28473_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Semal,Come on on. We can do it together.,Come on on. We can do it two gether.,0.25
grade1_profile31207_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Rehma,Come on. We can do it to,Come aaaan. We can do it to,0.14285714285714285
grade1_profile28352_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Rukhshan,Come on. We can do it together.,Come on. We can do eet togather.,0.2857142857142857
grade1_profile28359_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Ali,Amna,Can on we can,camon. we can,0.5
grade1_profile30575_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Dania,We can do it together.,We can do it together.,0.0
grade1_profile30589_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Ali,Semal,Come on. We can do it together.,Come on. We can do eat together.,0.14285714285714285
grade1_profile30490_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Rehma,It's looked. I can open it.,It's looked. I caann open it,0.16666666666666666
grade1_profile28387_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Rukhshan,It's locked. I can open it. ,It'suh lockeduh. I can open it,0.3333333333333333
grade1_profile30633_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Amna,It's lock. I can open it. ,It's lock. I can open it.,0.0
grade1_profile28485_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Dania,It's lock. I can open it. ,It's lock. I can open it. ,0.0
grade1_profile31205_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Semal,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile30476_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Rehma,It's locked. I can open it. ,It's locked. I can open it,0.0
grade1_profile31203_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Rukhshan,It's locked. I can open it. ,It's laacked. I can open it.,0.16666666666666666
grade1_profile30481_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28402_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Dania,It's lock. I can open. ,It's lock. I can open.,0.0
grade1_profile28493_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Semal,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28387_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Rehma,It's locked. I can open it. ,It's lock. I can open it,0.16666666666666666
grade1_profile30589_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Rukhshan,It's locked. I can open it. ,It's locked. Eyeee cann open eet.,0.5
grade1_profile28391_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28456_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Dania,It's locked. I can open it. ,It's loged. I can open it.,0.16666666666666666
grade1_profile28421_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Semal,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28429_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Rehma,It's locked. I can open it. ,It's locked. I can open it,0.0
grade1_profile28350_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Rukhshan,It's locked. I can open it. ,It's lock. I can openeet,0.5
grade1_profile30476_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Amna,This is Zara. She loves to draw. This is Faiz. He loves to builds things.,This is Zara. She loves to draw. This is Faiz. He loves to builds things.,0.0
grade1_profile28364_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28448_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Semal,This is Zara. He love to draw. This is Faiz. He love to build things. ,This is Zara. She love to draw. This is Faiz. He love to build things.,0.06666666666666667
grade1_profile28471_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build thing. ,This is Zara. She loves to draw. This is Faiz. He love to built think,0.2
grade1_profile28493_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rukhshan,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is Zara. She laave to draw. Ths is Faiz. He laave to build things.,0.2
grade1_profile28448_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Amna,This is Zara. He loves to draw draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draws draw. This is Faiz. He love to build things.,0.1875
grade1_profile28446_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loffs to build things.,0.06666666666666667
grade1_profile28352_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Semal,This is Zara. She loves to draw. This is Faiz. He loves to build this. ,This is Zara. She loves to draw. This is Faiz. He loves to build this.,0.0
grade1_profile31361_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28470_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Rukhshan,This is Zara. She love to draw. This is Faiz. He loves to some build thing. ,This is Zaraa. She love to draw. Ths is Faiz. He love to some build thing,0.1875
grade1_profile28345_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Amna,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile30596_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She lls to draw. This is Faiz. He loves to duild build dings things.,0.2
grade1_profile28468_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Salman,Rukhshan,Come on. we can do it together.,Come on. We can do it together.,0.0
grade1_profile28441_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Amna,Come on. we can two each together.,AH Come on. We can do it  together.,0.42857142857142855
grade1_profile28429_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Semal,Come on. we can do it together.,Come on. We can do it uh too gether.,0.42857142857142855
grade1_profile28403_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Salman,Dania,come on. we can do it together.,Come on. We can do it togethe.,0.14285714285714285
grade1_profile28425_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Salman,Rehma,come on. we can do it together.,Comeon. We can do it together,0.2857142857142857
grade1_profile30569_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Rukhshan,come on. we can do it together.,Onnn. We can do it together.,0.2857142857142857
grade1_profile28516_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Amna,come on. we can do it together.,Come on. We can do it  together.,0.0
grade1_profile31205_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Salman,Semal,come on. we can do it together.,Com on. We can do eat together.,0.2857142857142857
grade1_profile28381_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Dania,come on come on. we can do it gether.,Come on. We can do it gether together. ,0.3333333333333333
grade1_profile28421_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Salman,Rehma,come on. we can do it together.,Come on. wee cann doo it too gather,0.7142857142857143
grade1_profile28431_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Salman,Rukhshan,come on. we can do it together.,Come ooonn. Come on. Wee caannn dooo ittt twogether,1.0
grade1_profile28448_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Salman,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile30575_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Salman,Semal,It's lock. I can open it. ,It's lock. I can open eat.,0.16666666666666666
grade1_profile28498_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Dania,It's looked. I can,It's looked. I can ,0.0
grade1_profile31207_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Rehma,It's locked. I can open it. ,It's laacked. I can open it,0.16666666666666666
grade1_profile28514_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Salman,Rukhshan,It's locked. I can open it. ,It's locked. I can awpen it.,0.16666666666666666
grade1_profile28381_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28448_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Semal,It's lock. I can open it. ,It's lock. I can open it.,0.0
grade1_profile30941_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Dania,It's lock. I open it. ,It's locked. I open it. ,0.2
grade1_profile31284_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Rehma,It's locked. I can open it. ,Isss locked. I can open it,0.16666666666666666
grade1_profile30630_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Salman,Rukhshan,It's locked. I can open it. ,It's lock. Eye can awpen it.,0.5
grade1_profile31206_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Salman,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28363_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Salman,Semal,It is locked. I can open it. ,This is slow. I can open it.,0.2857142857142857
grade1_profile28376_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Dania,This is Zara. She loves to draw. She this is a Faiz.  She he loves a draw to build things. ,This is Zara. She loves a draw. This is a Faiz. She he loves draw. She loves a draw. She loves to draw build things.,0.4
grade1_profile30626_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rehma,This is Zara. She loves to draw. This is Faiz. He love to build things. ,"This is Zara. She loves to draaw. This is Faiiz, He loves to building things",0.26666666666666666
grade1_profile28402_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rukhshan,This is Zara. She loves to draw. This is Faizan. He love to building things. ,This is Zara. She love to draw. This is Faiza. He loves to build things.,0.26666666666666666
grade1_profile28475_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Amna,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is Zara. She love to draw. This is Faiz. He love to build things.,0.0
grade1_profile31206_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Semal,This is Zara. She loves to draw. This is Faiz. He loves to bulid things. ,This is Zara. She loves to draw. This is Faiz. She loves to build things.,0.13333333333333333
grade1_profile31203_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Dania,This is Zara. She loves to draw. This is Faiz. He loves to building build things. ,This is Zara. She loves to draw. This is Faiz. Sh sh he loves to building build things.,0.125
grade1_profile30665_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build thing.,This is Zara. She lats to raw. This is Faiza. He likes buil thin,0.4666666666666667
grade1_profile28432_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile30941_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Amna,This is Zara. She love to a. This is . He love to bill thin. ,This is Zara. She la va es a this is fa a az. he love to ba a - build ,0.6428571428571429
grade1_profile28475_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Semal,This his is Zara. She loves to . This is Faiz. He loves to build things. ,He's is Zara. She love to dawr draw. This is Faiz. He love to built things.,0.4666666666666667
grade1_profile28388_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She love to draw. This is Faiz. He love to build things.,0.13333333333333333
grade1_profile28344_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zaraa. She loves to draw. This is Faizz. He loves to build things,0.13333333333333333
grade1_profile31206_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She laveuh to draa. This is Faiz. He laveuh to builduh things.,0.26666666666666666
grade1_profile30589_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Amna,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile30840_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Semal,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is Zara. She love to draw. This is Faiz. She love to build things build things.,0.2
grade1_profile28425_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Dania,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile28509_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Salman,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to building things. ,Thi is Zarrrraaa. She love to raw. Thi is Faizz. She love to builin things,0.6
grade1_profile28391_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Salman,I can open it mumma,I can open it,0.2
grade1_profile28350_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Salman,Is locked. I can open it.,is locked. I can open it. ,0.0
grade1_profile28417_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Ali,Amna,This locked. I can open it. ,This locked. I can open it.,0.0
grade1_profile28516_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Salman,Come on. We can do it together,come on. we can do it together.,0.0
grade1_profile28509_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Salman,Come onnnn. We can do it too gather,Come on. we can do it together.,0.375
grade1_profile28457_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ali,Salman,It's lock. I can open it. ,It's locked. I can open it. ,0.16666666666666666
grade1_profile28465_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ali,Salman,This is Zara. She loves to draw. It is Faiz. This is Faiz. He love to build things. ,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,0.2222222222222222
