audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,,
grade1_profile28364_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1DW1ZRUwlATElVj-21yJTL3Pr92PnEMrV/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I an open it.,,
grade1_profile28398_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1fCFIksOmsGEp-Uq0AaK1YcNC6v2R2zH_/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. ,,
grade1_profile28392_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FO4NsnuWGlBu88SpgZRd2kQgzcEoWSlF/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile31204_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1n8T9CS8_Mv2tLs2_nmXl31PqVXgxOBsv/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28359_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1QFyVCwzoY7mY-I5ovPgrAmQbh8NCL2P-/view?usp=drivesdk,Come on. We can do it  together.,Q1,camon. we can,INCOMPLETE_AUDIO,
grade1_profile30633_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1EJ2PxMq-jUeDR9vfYH1qls8bJsiRK5C9/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile30481_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11WKcPyuO1nByWJrdGdRyFaySwV0WUVDd/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28391_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/15lSencTCJacMFd-FvZ28h0Pi3PBq9Fcz/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30476_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1OQdQbtBnPMBBCtpsjQoLsDAdR0EtkE44/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to builds things.,,
grade1_profile28448_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1We5MeZi-R-Osl7ejlGUlxDZCGxVOeLKi/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draws draw. This is Faiz. He love to build things.,,
grade1_profile28345_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1p0H-VE6GYIV4T12lCj-OKSEUcS4W2Cuf/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28441_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Ha3rTbcwSZyRk-qv5avcaf84IPa27_kx/view?usp=drivesdk,Come on. We can do it  together.,Q1,AH Come on. We can do it  together.,,
grade1_profile28516_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1W7zZe-7r3ViwDYUkMT9MUNTpD2nbNtJh/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28448_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1EAPV1ysIJr5xaijFnM6pbHnZDvUXVzyT/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28381_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1UGIkoADDWp9ZEfi9HHBa6-JDm8VkUseu/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile31206_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/14X8AK0kDgYIkGHh0pLiAdGQTF0uwOw4w/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28475_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1gUwM4792sxyD7Sv_wZ9ONiC0N2BhVCz5/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to build things.,,
grade1_profile30941_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1TG0ddADhRMAOd1DyVzMdGytUZn66fA2T/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She la va es a this is fa a az. he love to ba a - build ,OTHER: CONNECTING_LETTERS_TO MAKE UP_ WORDS,
grade1_profile30589_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1XQEH3lMDqdJr9bVJcL_-n7jUJ2PeVSMz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28417_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ahDtRbHfkMLeAzZ1C13m2RNWCFo-4Deg/view?usp=drivesdk,It's locked. I can open it.,Q2,This locked. I can open it.,,
