audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,,
grade1_profile28352_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1p9yFaeUuLIm2zsMuP8ao5o3BSOlPImjw/view?usp=drivesdk,It's locked. I can open it.,Q2,Its lot i can open it,,
grade1_profile28463_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nuYNbDfUjytcOx4dYG32f53abXNEZdJh/view?usp=drivesdk,It's locked. I can open it.,Q2,It look i can open it,,
grade1_profile28457_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1fjnNjIVjG_4EqSKovm9FMSx6qVtws6bm/view?usp=drivesdk,It's locked. I can open it.,Q2,Its locked i can open it,,
grade1_profile31192_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1G9ARaqst9BIDCFpn6wxAFiEIVP5Prkrs/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,It is Zara he love to draw it is faiz he love to paint shings,,
grade1_profile28345_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Z3q9wESFCjZqoiSimVFHT1ZAskLJXOOD/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draw this is Faiz he loves to paint things,,
grade1_profile28355_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1hmLiczpugXNuQ314MZoYqlgCGSSSZRzk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,These is Zara she loved to draa this is Faiz he loves to building things,,
grade1_profile28398_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/14KYMpaDiCdVL1vOpSoOAfcvGub_4-t18/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draw this is Faiz he loves to buld things,,
grade1_profile28421_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1k40DYUOi5F9nitbjOXTW4RZWFHUey4Kd/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draa this is Faiz he love to build thing,,
grade1_profile28431_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/17coS8esTy9OI82wIvHwPYMT-zX0GADCi/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves two begin them love to,,
grade1_profile28359_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1wYsgXPjT9399a1crY0uDZxJpne9Xlu9s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Sara she loves to draa this is Faiz he loves to build things,,
grade1_profile28395_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1p6FB3wQCRJmufUdQNzfQre5VMTffroOU/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,These is Zara see loves to draa this is wais ee loves to build it,,
grade1_profile28349_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1ToBAfQki_lGlqWIfsJnpyeFlIUTocMNH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she love to draw this is Faiz he love to build things ,,
grade1_profile30586_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NTr_yh4ZJPiQt95MqglNadhgxGBN-s-M/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara this is zara she love to draw she love to draw this is Faiz this is faiz he love to build things he love to bliz things,,
grade1_profile28375_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/11Fsnd_zrR-ceGCspmcd2FXUPmO43ptJ2/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara he love to draa this is faiz he loves to build thin,,
grade1_profile31204_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1VEmeIFYZAMsQtSgDk-sy-_16Lof2n2mc/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This ease Zara she loves to draw this is Faiz he loves to build build dings,,
grade1_profile28473_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1RU0EMeuA61TCUU0YlJDlKwrZYkyspPfr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,is Zara she love draw this is faiz he love to build thing,,
grade1_profile30490_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1EPzEPkO0amAaCDzIPaFJ8d5Rm3S7GjBY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draa this is faiz he loves to builds thing,,
grade1_profile30626_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/19T3hxuBPCa5PS6uPuaF__ySyOxjJaMYj/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to drow this is Faiz he loves to build things,,
grade1_profile28423_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/19wxT280_scwVxQk9U9KKYhUmVnBph9Rv/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draw this is Faiz he loves to build things ,,
grade1_profile28375_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1pmTOv_T9onh7KUT2-04S-lzOx598Vi_T/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she live to draa this is Faiz he love to build things,,
grade1_profile28516_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1F1TJ4YGhKjiD9_O0RMxFoys8aTYHNIR-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she love to draw this is faiz he love to bewld thing,,
grade1_profile28519_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1He-oMjYz_2xB_fMXyUktT6TBEuI5o0PH/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it too gether.,,
grade1_profile28516_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1vlc---35_95u9xVKBqstBON5GlrteiY5/view?usp=drivesdk,It's locked. I can open it.,Q2,Its lock. I can open it,,
grade1_profile30665_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1a50Xf-YGzQa6SRCLpGYyyNcEr0VKPmv9/view?usp=drivesdk,It's locked. I can open it.,Q2,It looks look. I can open it I can open it. ,assisted by parent,
grade1_profile28425_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17V0Pp8X6fYVhqZIT6Kt11TcZTtjZ0xD7/view?usp=drivesdk,It's locked. I can open it.,Q2,Its lock. I can open it,,
grade1_profile28362_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1eoW4PBEnU1YlHk94E2JtjLvPdhMvlRgL/view?usp=drivesdk,It's locked. I can open it.,Q2,Its locked. I can open it. ,awpen,
grade1_profile28401_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/10V0ECeqbbUk1L5cxlza1v7vuCeEJphdi/view?usp=drivesdk,It's locked. I can open it.,Q2,Its locked. I can open it. ,,
grade1_profile28498_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Udu-paPliuFcAZ0dQkVcC_kB_3spBvb0/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Fai this is a Zara. This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,,
grade1_profile28471_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/134fddwA8LrHth1-On1-czP62NYDTkJlD/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He love to build things.,Fayiz,
grade1_profile28417_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1sSlUGns3gk2Dm8ogn5Eh39iZNmNqflE6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to built things things.,assisted by parent - struggled with the word love both times - said luh love,
grade1_profile28485_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NUgipYYINtkeiXFDPns-4K7dt3TTVnik/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to drawi- draw. This is Raza. She loves to buld things.,buld - was going to say drawing stopped midway and said draw,
grade1_profile28388_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1z9xm18DKMCnbABCWjsXMh9OzENz9Xg-7/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We canned to eat two gether.,assisted by parent,
grade1_profile28355_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Z3WBCAxCONhNBQNX-vHEqQnWp9kcln3j/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. Eye can open it.,,
grade1_profile30482_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/19e6N8XP7yqS6SS1zHrte76Fr1kdYkFQ4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's look. I can open.,,
grade1_profile28363_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1wxhf_dJ79arYR6FA2xH2npWP2YlRxqnH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,These is Sara. She loves to draw. These is Faiz. She loves to draw. Be he.,,
grade1_profile30482_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1E6BO9PsBooOo1yTOC5kyYQR9p6VRheH6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,toogether,
grade1_profile28363_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/11JV1lkLmuzTyzD7yN4xotjXg7l8KnoF6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can to it together.,,
grade1_profile28466_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1y534xY1tydPx33yVI4kF_a63jsfpAsZr/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,,
grade1_profile28457_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1x48tmw7M5cvWlNTqUCplMEr8d_dWTWN4/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,recorded by parent,
grade1_profile28417_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ONPAPhcjW3CEPrqyUJ8FxQ4iXzEKtg8S/view?usp=drivesdk,Come on. We can do it  together.,Q1,Com on. We cen do it together.,toogether,
grade1_profile31293_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1PfTj0lFEKtkdF1exSELdVVuMYBqduR67/view?usp=drivesdk,Come on. We can do it  together.,Q1,Cup on. We can do it together.,toogether,
grade1_profile30586_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oklEnb6Bz1HU2UflEANBcj5Hh5ureqZE/view?usp=drivesdk,Come on. We can do it  together.,Q1,On. Come on. We can do it together. We can. To eat. to eat. together. together  ,,
grade1_profile30695_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1NoGVg7Lhzv1314mB742CP6uyHH2YUTuV/view?usp=drivesdk,It's locked. I can open it.,Q2,Is locked. I can open it.,,
grade1_profile28485_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_JdlCr0U38E7BoyG5Cg8m-pSJLffKYVR/view?usp=drivesdk,It's locked. I can open it.,Q2,It is.,,
grade1_profile28518_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Yy165tYlkey8zz9hYrqJA2N33JKTQ5rf/view?usp=drivesdk,It's locked. I can open it.,Q2,Is locked. Eye can open it.,,
grade1_profile28345_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1tLEOraTIKyJ8_G5rugAt1r5DfLYvbIWP/view?usp=drivesdk,It's locked. I can open it.,Q2,Lock. Eye can open i-.,awpen - cut at the end,
grade1_profile30544_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FBlufK8v9aEPNYTxrztDSXQJeCxf9MwK/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to to draw. This is Faiz. He love to build things.,dragging words,
grade1_profile30581_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1HC0hWKLd-0xdGEVcArrF4fbIeHFWsZz6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,These is Zara. She loves to draw. These is Faiz. He loves to build things.,,
grade1_profile28347_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1It8movDjcEOtfgUsvqNbHWfWf_qDcDMk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28402_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/199kVgLyL9DAwmJJARG5pyfBmqrVcADGF/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to drawin. This is Faizan. He love to building things.,assisted by parent,
grade1_profile28425_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ZTyggh8rdRPamHgC62W9FPHjhb_7wIPj/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28470_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/10SRf9nJwwNaEqcICAI2PrGHB1BkFRpeY/view?usp=drivesdk,It's locked. I can open it.,Q2,Eats lock. I can open it.,,
grade1_profile28432_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1qrXXoYHxFebjfanwCcHc8vG8uSlIIQY-/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28382_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1pbb1AYxODIf3rVHt3hA-tp6El3mLOCaJ/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He loves two buildings.,draa,
grade1_profile28417_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1T02mzDIDD5vp7c6G79lTgx7ZofsNNRAb/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it it the gether.,c-han,
grade1_profile28473_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1kr28nb-sTADYr0TRJHas1rNnLDQEstws/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on on. We can do it two gether.,,
grade1_profile30589_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1gmGpKWKdZqaib891NBMEkgoVhBsDmneR/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eat together.,,
grade1_profile31205_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1eRnfUby87T8F23MavT46p_0hn4nTyoPF/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28493_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1EOcJZhPQ5qRMkFUejzH8X3C-RpRbxo1d/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,awpen,
grade1_profile28421_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1q7oV1WbdvLNZkq4B-72IwCSFWg8A8Hw7/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,dragging ,
grade1_profile28448_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1xguEyclK_x33HYhZm1nxv-w-kJJUaE2B/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to build things.,,
grade1_profile28352_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1ZD6Sxw0FvsjhKjbZXolgm14QlAnGIHOM/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build this.,draa - builduh,
grade1_profile28518_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1TXuETW2EIQJ_aSrMiAmBUEoZOJ_UQKcj/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it too gether.,dragging ,
grade1_profile28429_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/169eP8t78cfeAjDny0BIv8fzpX0roU01r/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it uh too gether.,,
grade1_profile31205_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1QK1j_vz53rNZDZ6XEQIYwnV6j0Odnrdv/view?usp=drivesdk,Come on. We can do it  together.,Q1,Com on. We can do eat together.,,
grade1_profile30575_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1OLWS05fxeOl2Vac8q9RslDtMhNpy36Er/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open eat.,awpen,
grade1_profile28448_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1TrhyTW_Zl8PEB8BK5ZWaLiK6YcGKal1N/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile28363_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/13122YQVnHH9nphlsvOOG-0BXTAIcIN8b/view?usp=drivesdk,It's locked. I can open it.,Q2,This is slow. I can open it.,awpen,
grade1_profile31206_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Y2XMAQguNYQxSv_eTTKCjATC5IYXp0RI/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. She loves to build things.,Fayez - booild,
grade1_profile28475_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1TSEe00H_1lsX944TiMhNEjJPzG7wNhb9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,He's is Zara. She love to dawr draw. This is Faiz. He love to built things.,assisted by parent,
grade1_profile30840_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1UfZcxI6iC1i2VOzqv0tH6Q4UMZIFeqJN/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. She love to build things build things.,assisted by parent,
grade1_profile28371_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Okj7OpDwvehfmH6qsyTQDjllIrrZ9LXg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on Come on on Come on on we can do it gather,,
grade1_profile28391_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1vuu3OIBGEpthIyj8QkJMWWdFOAh-JLwW/view?usp=drivesdk,It's locked. I can open it.,Q2,I can open it mumma,,
grade1_profile28438_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1e_BhgB_1Wty4j7iVaad2agsX8-TyWBFc/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara she loves to draw this is Faiz he loves to build things,,
grade1_profile28344_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1YKfDBUpbHKgZY6LK28r8VkrY0F_YmoFt/view?usp=drivesdk,Come on. We can do it  together.,Q1,Com on. We can do eat together.,,
grade1_profile28350_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1AIgyzLGlCTQoYELcNb5HogelSx5rxIto/view?usp=drivesdk,It's locked. I can open it.,Q2,Is locked. I can open it.,,
