audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,ERROR
grade1_profile31204_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1VEmeIFYZAMsQtSgDk-sy-_16Lof2n2mc/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,BACKGROUND_NOISE
grade1_profile28471_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/134fddwA8LrHth1-On1-czP62NYDTkJlD/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Fayez. He loves to build things.,
grade1_profile30485_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1ePRzkwWu_WKMikWV8N8zTJZ9L2Q3WGJX/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Sara. She loves to dlaw. This is Faiza. He loves to buled things.,
grade1_profile28423_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1kxi2fXFMS1M2dnEADWRHddn7Fh0dhmwG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28403_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1vusRdE0LWT3RoWGaG-SSxIyeqmLO0d9S/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28514_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1i6VdOGirYesagKn-Tp6NFM36qvv37dj_/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraaa. She lauves to draw. This is Faiz. He loves to build things.,
grade1_profile28347_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1It8movDjcEOtfgUsvqNbHWfWf_qDcDMk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30496_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1I-nV-Z9NijYazKpDfaMZNetkVsc7Zhdr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile30472_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1aTUlxo-iZuKZbbeDutw63XpMHlITLoUs/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28493_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1rPJjTM0dL0BDfJ6BDVd2bvx2PHvEURQh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laave to draw. Ths is Faiz. He laave to build things.,
grade1_profile28470_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FltIiu-5nUtbLO5eEOEhK8ojycZE6W5n/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraa. She love to draw. Ths is Faiz. He love to some build thing,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28402_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/14gPJCHz5RX7kS6M0U5pL23T28VeRjJ_5/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiza. He loves to build things.,AUDIO_NOT_CLEAR
grade1_profile28432_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1_sSjJMh__RfRZwRHiv9zGi8tFPLyFUuV/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile31206_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1LXVq5gv82jQipBMdWbaeay-BiQ0ro7aO/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laveuh to draa. This is Faiz. He laveuh to builduh things.,
