audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,Notes,errors
grade1_profile28463_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1401_FNMXftcUoGj2U1Pvm52oqQw1hgqr/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28493_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1kqZ5A_r0sGk4AOX1bK3ALasAQTqrp6hn/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28429_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1T6QOkD1IqmG9BZEeUydC9uSrKEdpD5Mf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come onnnnn. We can do it to gatherrrr,,
grade1_profile28474_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1otR4XqLtsOjbYvfCmw8MB14O-frdRRji/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28364_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/13kJ_aDOWeGgbXn7RK3UgSn8e2vPvWwQI/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile30695_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1btZdmAa22j_yAE8DAQ1I7qAUyrMbOtKg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it dogather,,
grade1_profile28390_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1N4Dwr0B_nU97UYG86pvo7aqhT7WoAGQ1/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile31206_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1KDBveWgBxyf5lZEP1U8eSfIj6akL1UtC/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to gaather,,
grade1_profile30626_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1gl74YrcY4V2-z3nmg5u9elceiRqwKZax/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile30665_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1iDsP_Dcry3JE2wwU_e99y045pGWj6NuT/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28421_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1yYOH8L9TGxSI2yidzU6Z9JGsIhVyw7uE/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to gaather,,
grade1_profile28389_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1iF5VIiN2p0HZynpFeARr7HR1Wae0P85u/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come onnnn. We can do it to gaather,,
grade1_profile31203_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1QhMl4Rtsp4mtN2zThRsGBDiQ9CvKX7wc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,,
grade1_profile28417_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Z_P4lgPd49AqBdVIcl1zCbprEFvZ9_PW/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,,
grade1_profile28425_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ZTyggh8rdRPamHgC62W9FPHjhb_7wIPj/view?usp=drivesdk,It's locked. I can open it.,Q2,It'sh rocked. I can open it,,
grade1_profile30544_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1E4ZzV9cF8mDksdNfaUCf-aBuwM-Ul3FN/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,,
grade1_profile28389_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ekFl2B5omJbkL_dMgWnC6-26zrBw5R6y/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open e,,
grade1_profile30693_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/16Z620e3tK2oayW-M94VQeU9yWaNodktD/view?usp=drivesdk,It's locked. I can open it.,Q2,-,Empty voice note,
grade1_profile28345_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/15CbKnGJ7GiWVVvsPPiUz9FKYOzfVsc7u/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,,
grade1_profile28446_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/13UrTlvRtY1xuoHp8GFKa-jrfSzzcnZ_4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it. ,,
grade1_profile28362_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/190MgljNxOpPv74E5sPOpil9O5WRmLs30/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can apen it,,
grade1_profile28470_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/10SRf9nJwwNaEqcICAI2PrGHB1BkFRpeY/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loooock. I can open it,,
grade1_profile28498_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1JAJ1qb-W7i_xLePJBtS8rDPWK9JALWof/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open.,,
grade1_profile28421_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_vOl-dbxm4QM-tjb3rZVBFbMSgwJUvbb/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loooocked. I can open.,Dragging,
grade1_profile28432_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1QbD9lX4ELjjGb1G6xlPCZUhyY9158_d5/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,,
grade1_profile28375_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1KFpOLki5lK66HELM5Pr37EYPFqd5GRh2/view?usp=drivesdk,It's locked. I can open it.,Q2,Is looock. I can open it,Sibling/someone helping,
grade1_profile30506_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1cQsOYU8aHJzNNgaobJZBq2-rx076ByYM/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it. ,,
grade1_profile28519_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/17Hy0y7y-DV8OYcm-FLPnTczLsxM-v02s/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28432_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1qrXXoYHxFebjfanwCcHc8vG8uSlIIQY-/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30506_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1CaIaAzRPua8orJD3bBligABK75L9AmnJ/view?usp=drivesdk,It's locked. I can open it.,Q2,Look. I can open it,,
grade1_profile28359_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/14h02qdid2LxCuLFVsc4SuIYNkiCPIjfh/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lokid. I caaan o opin it,,
grade1_profile28364_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1DW1ZRUwlATElVj-21yJTL3Pr92PnEMrV/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I an open it,,
grade1_profile30684_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1WLb1nGNiB_UfcQfI7hB1XeFv1eXL3cPG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He love to buld things,,
grade1_profile28371_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1-wuGWmyOdsa2pRQFK_Gr4M7n1DJ2kJ13/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,She is. This is Lar Zarka. She love to draf,Parent helping,
grade1_profile28399_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1sTMA00d3BmPhY_BjJpTY9WuxzdLdzRdb/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Zara. She loves to draw. This is Faiz. He loves to build a build things,Not student's voice?,
grade1_profile28450_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1brY9FsGH857YBgXuV481eV8GEvztaWlM/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,Parent's voice,
grade1_profile30693_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1HJ-pOHjaDWCo6IyAv8c8xtP2d4s5W1hw/view?usp=drivesdk,Come on. We can do it  together.,Q1,Onnn. We can do it gather,Parent helping,
grade1_profile28451_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1lj3fpef_m-aUhbxDXi0mNLxWpjIJ9Jmo/view?usp=drivesdk,It's locked. I can open it.,Q2,It is lock. I can open it,,
grade1_profile28432_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1vmaPZLBvV0X7lJkKhUTlhOil0bh_MheW/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiza Faiz. He loves to build things,Someone helping,
grade1_profile28402_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1y-GZQTfXZYciE_C6XDDE1uPUqgsiLgb6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it toga,,
grade1_profile31207_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1lHO3Tc8Vijh4FWeqFYaaSokb7gSKVt1E/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come aaaan. We can do it to,,
grade1_profile30490_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ABTRkeJT5r8DeoUOwK267qZER8x8gJ3P/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looked. I caann open it,,
grade1_profile30476_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/156n8euERyGgn-VL4B4J6zfxHPkHYRs_I/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it,,
grade1_profile28387_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1kT4JOMzkwCbLx_2H3C8CGBH1NrWG1KiD/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it,Not student's voice,
grade1_profile28429_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1piG_S5Lgia4De0vUI96yN-oSwuhWQZY1/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it,,
grade1_profile28471_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1kTUMAY77l2_5oCKHaKbEnT4vMv2CadHu/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He love to built think,,
grade1_profile31361_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1XTGNSpgJnEft_zoQQyJdEYQGGcogLTGj/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28375_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1ThkD0ZFa96gv1OKqBOIxV7WMpBryAKJ_/view?usp=drivesdk,Come on. We can do it  together.,Q1,Comon. We can do it together,,
grade1_profile28425_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/11TAG0wYZNKNvU2chuDHmy3p-UdhMPMtn/view?usp=drivesdk,Come on. We can do it  together.,Q1,Comeon. We can do it together,,
grade1_profile28421_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1mrIYqzTmTyuQjRECruoIefYl0qRfTpR8/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. wee cann doo it too gather,,
grade1_profile31207_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Vw54qxp2XPhb-kFOVr6bYowyiEVtToaR/view?usp=drivesdk,It's locked. I can open it.,Q2,It's laacked. I can open it,,
grade1_profile31284_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/19DqLJFNDoSPTOLrBg8wLf2z6YAk7qxog/view?usp=drivesdk,It's locked. I can open it.,Q2,Isss locked. I can open it,,
grade1_profile30626_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1VqQLFOetNIqs5uCxYxxC-uQrQbWytCf9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,"This is Zara. She loves to draaw. This is Faiiz, He loves to building things",,
grade1_profile30665_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1KRmCUCGeLm95eLoYeb4JTx2wWMgx-OfH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She lats to raw. This is Faiza. He likes buil thin,Sibling helping,
grade1_profile28344_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1-ObMjfSah_6H-o48rMAatv994mI70auV/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraa. She loves to draw. This is Faizz. He loves to build things,,
grade1_profile28509_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Rv-bd4JNNg9vXI_FNUhU87YzEOF2Q-a4/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Thi is Zarrrraaa. She love to raw. Thi is Faizz. She love to builin things,,
grade1_profile28516_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1gICTrjlzr8QEjp0nFDvedCkvu5mD7zh3/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28509_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1xzlYojZspq99r9AvTOBPPpdjELO5r_3w/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come onnnn. We can do it too gather,,
